User_ID,Session_ID,Course_ID,Device_Type,Access_Time,Duration (sec),Clickstream,Prev_Courses_Completed,Feedback_Text,Course_Description,Resource_Type,Performance_Score,Engagement_Level,Recommendation_Label
U1896,S2896,C001,tablet,2025-05-31 17:12:41,1541,73,5,Excellent and very engaging content,Introduction to Machine Learning,video,86,0.56,1
U1897,S2897,C005,desktop,2025-06-15 14:37:26,1101,73,5,Excellent and very engaging content,Basics of Web Development,quiz,95,0.4,1
U1898,S2898,C005,desktop,2025-06-02 03:31:45,1109,71,4,Informative and well-paced,Basics of Web Development,video,92,0.39,1
U1899,S2899,C005,desktop,2025-05-18 09:16:36,1779,80,3,Very detailed and easy to follow,Basics of Web Development,quiz,94,0.71,1
U1900,S2900,C002,mobile,2025-05-18 22:13:28,1721,78,5,Very detailed and easy to follow,Deep Learning Basics,document,81,0.67,1
U1901,S2901,C004,desktop,2025-05-19 23:16:25,767,39,1,"Not much depth, but okay",Linear Regression Explained,video,61,0.15,0
U1902,S2902,C005,mobile,2025-05-19 20:32:09,738,26,0,"Not much depth, but okay",Basics of Web Development,quiz,65,0.1,0
U1903,S2903,C003,desktop,2025-06-07 21:12:06,803,41,0,"Not much depth, but okay",Data Structures in Python,quiz,52,0.16,0
U1904,S2904,C001,desktop,2025-06-03 23:49:46,710,42,0,I couldn’t understand the topic,Introduction to Machine Learning,video,63,0.15,0
U1905,S2905,C003,desktop,2025-06-07 18:18:32,713,23,0,"Not much depth, but okay",Data Structures in Python,document,53,0.08,0
U1906,S2906,C005,tablet,2025-05-25 06:34:45,709,31,1,Needs better visuals,Basics of Web Development,document,61,0.11,0
U1907,S2907,C004,tablet,2025-05-19 15:59:34,765,23,0,"Not much depth, but okay",Linear Regression Explained,document,48,0.09,0
U1908,S2908,C002,tablet,2025-06-14 08:12:17,1030,66,5,Very detailed and easy to follow,Deep Learning Basics,document,81,0.34,1
U1909,S2909,C001,desktop,2025-05-29 03:07:37,634,24,1,Needs better visuals,Introduction to Machine Learning,video,59,0.08,0
U1910,S2910,C001,tablet,2025-06-06 18:53:10,1785,91,4,Excellent and very engaging content,Introduction to Machine Learning,quiz,86,0.81,1
U1911,S2911,C004,mobile,2025-06-15 01:19:55,1555,81,5,Very detailed and easy to follow,Linear Regression Explained,video,97,0.63,1
U1912,S2912,C004,desktop,2025-05-25 22:21:45,622,47,1,"Not much depth, but okay",Linear Regression Explained,video,54,0.15,0
U1913,S2913,C001,desktop,2025-06-10 08:53:58,1798,79,5,Informative and well-paced,Introduction to Machine Learning,document,85,0.71,1
U1914,S2914,C002,mobile,2025-06-05 05:11:21,1499,67,5,Detailed explanation and examples,Deep Learning Basics,quiz,95,0.5,1
U1915,S2915,C005,tablet,2025-05-21 19:30:52,1575,70,5,Informative and well-paced,Basics of Web Development,document,81,0.55,1
U1916,S2916,C004,tablet,2025-06-03 09:06:18,1631,82,4,Very detailed and easy to follow,Linear Regression Explained,video,90,0.67,1
U1917,S2917,C005,desktop,2025-06-05 08:43:04,675,31,0,Too basic for my level,Basics of Web Development,document,64,0.1,0
U1918,S2918,C001,mobile,2025-06-07 00:39:20,665,33,1,I couldn’t understand the topic,Introduction to Machine Learning,video,41,0.11,0
U1919,S2919,C002,tablet,2025-05-25 08:16:35,386,49,0,Too fast and less interactive,Deep Learning Basics,document,49,0.09,0
U1920,S2920,C002,desktop,2025-06-03 08:17:56,1038,89,5,Detailed explanation and examples,Deep Learning Basics,quiz,93,0.46,1
U1921,S2921,C004,mobile,2025-05-30 05:47:13,780,38,0,"Not much depth, but okay",Linear Regression Explained,quiz,50,0.15,0
U1922,S2922,C004,mobile,2025-06-11 12:22:35,1500,66,5,Excellent and very engaging content,Linear Regression Explained,document,86,0.49,1
U1923,S2923,C005,tablet,2025-05-21 11:40:24,606,31,1,"Not much depth, but okay",Basics of Web Development,quiz,46,0.09,0
U1924,S2924,C001,tablet,2025-05-31 03:48:56,571,21,1,"Not much depth, but okay",Introduction to Machine Learning,video,58,0.06,0
U1925,S2925,C005,tablet,2025-05-30 03:53:36,1734,97,3,Excellent and very engaging content,Basics of Web Development,document,98,0.84,1
U1926,S2926,C001,tablet,2025-05-30 11:44:15,1486,87,3,Very detailed and easy to follow,Introduction to Machine Learning,quiz,91,0.65,1
U1927,S2927,C003,tablet,2025-06-10 00:27:39,1443,94,4,Informative and well-paced,Data Structures in Python,document,86,0.68,1
U1928,S2928,C003,tablet,2025-06-10 16:51:49,1687,95,3,Detailed explanation and examples,Data Structures in Python,video,80,0.8,1
U1929,S2929,C005,mobile,2025-06-11 08:55:26,778,28,1,Too fast and less interactive,Basics of Web Development,quiz,58,0.11,0
U1930,S2930,C002,mobile,2025-05-30 21:20:35,1246,69,5,Informative and well-paced,Deep Learning Basics,document,89,0.43,1
U1931,S2931,C003,desktop,2025-06-09 20:07:13,1422,77,4,Good pace but some examples missing,Data Structures in Python,document,100,0.55,1
U1932,S2932,C005,desktop,2025-06-08 00:17:51,1116,69,3,Good pace but some examples missing,Basics of Web Development,document,80,0.39,1
U1933,S2933,C004,mobile,2025-06-08 14:31:12,1446,87,5,Good pace but some examples missing,Linear Regression Explained,video,81,0.63,1
U1934,S2934,C003,desktop,2025-06-01 19:07:06,584,41,0,Too fast and less interactive,Data Structures in Python,quiz,60,0.12,0
U1935,S2935,C004,desktop,2025-05-18 23:09:58,385,30,1,"Not much depth, but okay",Linear Regression Explained,document,42,0.06,0
U1936,S2936,C001,mobile,2025-05-25 03:38:52,1741,68,3,Detailed explanation and examples,Introduction to Machine Learning,quiz,83,0.59,1
U1937,S2937,C005,desktop,2025-06-01 23:21:34,1594,93,4,Very detailed and easy to follow,Basics of Web Development,video,95,0.74,1
U1938,S2938,C005,desktop,2025-06-05 15:36:21,1320,81,5,Good pace but some examples missing,Basics of Web Development,document,92,0.53,1
U1939,S2939,C002,desktop,2025-05-31 10:47:42,519,28,1,Too basic for my level,Deep Learning Basics,quiz,53,0.07,0
U1940,S2940,C001,mobile,2025-05-27 14:08:09,1716,67,4,Informative and well-paced,Introduction to Machine Learning,document,97,0.57,1
U1941,S2941,C002,mobile,2025-05-23 17:03:37,1148,83,4,Excellent and very engaging content,Deep Learning Basics,video,91,0.48,1
U1942,S2942,C005,desktop,2025-05-18 15:50:12,1678,63,5,Excellent and very engaging content,Basics of Web Development,quiz,87,0.53,1
U1943,S2943,C004,mobile,2025-05-21 21:24:51,1717,83,5,Detailed explanation and examples,Linear Regression Explained,video,83,0.71,1
U1944,S2944,C004,mobile,2025-05-25 19:07:37,702,49,1,Too fast and less interactive,Linear Regression Explained,video,49,0.17,0
U1945,S2945,C003,desktop,2025-05-20 12:52:46,1164,88,5,Informative and well-paced,Data Structures in Python,video,90,0.51,1
U1946,S2946,C003,desktop,2025-05-18 10:13:44,1503,90,5,Excellent and very engaging content,Data Structures in Python,quiz,93,0.68,1
U1947,S2947,C004,desktop,2025-06-10 18:12:48,1715,76,5,Excellent and very engaging content,Linear Regression Explained,document,82,0.65,1
U1948,S2948,C005,tablet,2025-06-15 22:46:41,1755,80,4,Very detailed and easy to follow,Basics of Web Development,quiz,80,0.7,1
U1949,S2949,C002,tablet,2025-05-24 10:58:21,1656,68,3,Good pace but some examples missing,Deep Learning Basics,quiz,92,0.56,1
U1950,S2950,C003,mobile,2025-06-16 04:09:47,1113,70,3,Good pace but some examples missing,Data Structures in Python,quiz,96,0.39,1
U1951,S2951,C004,mobile,2025-06-01 13:55:49,1752,68,4,Detailed explanation and examples,Linear Regression Explained,document,85,0.6,1
U1952,S2952,C003,desktop,2025-05-20 01:22:43,676,25,1,Needs better visuals,Data Structures in Python,video,52,0.08,0
U1953,S2953,C001,desktop,2025-06-06 03:31:11,1662,99,5,Very detailed and easy to follow,Introduction to Machine Learning,document,87,0.82,1
U1954,S2954,C002,mobile,2025-06-06 15:32:47,1172,63,4,Informative and well-paced,Deep Learning Basics,quiz,99,0.37,1
U1955,S2955,C003,desktop,2025-05-22 10:10:21,676,25,0,Needs better visuals,Data Structures in Python,document,40,0.08,0
U1956,S2956,C004,tablet,2025-05-18 13:35:53,1229,73,3,Excellent and very engaging content,Linear Regression Explained,quiz,88,0.45,1
U1957,S2957,C004,mobile,2025-06-08 19:57:11,511,39,0,I couldn’t understand the topic,Linear Regression Explained,document,49,0.1,0
U1958,S2958,C002,mobile,2025-05-23 05:18:13,1029,78,4,Detailed explanation and examples,Deep Learning Basics,document,87,0.4,1
U1959,S2959,C002,mobile,2025-06-14 07:40:16,1662,89,3,Informative and well-paced,Deep Learning Basics,video,80,0.74,1
U1960,S2960,C003,tablet,2025-06-07 16:43:58,517,42,1,"Not much depth, but okay",Data Structures in Python,quiz,62,0.11,0
U1961,S2961,C005,mobile,2025-06-07 13:56:07,870,21,0,I couldn’t understand the topic,Basics of Web Development,document,50,0.09,0
U1962,S2962,C003,tablet,2025-05-24 11:48:40,1612,62,3,Detailed explanation and examples,Data Structures in Python,quiz,88,0.5,1
U1963,S2963,C004,mobile,2025-05-22 13:27:04,1687,83,3,Very detailed and easy to follow,Linear Regression Explained,quiz,97,0.7,1
U1964,S2964,C002,mobile,2025-05-24 19:14:09,804,49,1,I couldn’t understand the topic,Deep Learning Basics,video,54,0.2,0
U1965,S2965,C003,tablet,2025-05-30 23:49:34,1145,76,3,Very detailed and easy to follow,Data Structures in Python,video,90,0.44,1
U1966,S2966,C004,mobile,2025-06-15 23:36:47,1440,78,4,Excellent and very engaging content,Linear Regression Explained,quiz,99,0.56,1
U1967,S2967,C003,mobile,2025-06-10 18:55:36,1323,91,3,Informative and well-paced,Data Structures in Python,video,97,0.6,1
U1968,S2968,C002,desktop,2025-05-30 21:55:09,487,21,1,I couldn’t understand the topic,Deep Learning Basics,quiz,48,0.05,0
U1969,S2969,C004,mobile,2025-05-28 04:39:35,806,21,1,Needs better visuals,Linear Regression Explained,document,51,0.08,0
U1970,S2970,C004,mobile,2025-05-18 21:49:28,451,23,1,I couldn’t understand the topic,Linear Regression Explained,document,42,0.05,0
U1971,S2971,C002,desktop,2025-05-21 05:58:03,1279,96,5,Good pace but some examples missing,Deep Learning Basics,quiz,98,0.61,1
U1972,S2972,C001,tablet,2025-06-01 04:50:25,1184,86,3,Informative and well-paced,Introduction to Machine Learning,quiz,87,0.51,1
U1973,S2973,C001,mobile,2025-05-26 10:54:46,424,32,1,Too fast and less interactive,Introduction to Machine Learning,document,58,0.07,0
U1974,S2974,C002,desktop,2025-05-29 05:01:05,791,34,1,Too fast and less interactive,Deep Learning Basics,document,59,0.13,0
U1975,S2975,C001,tablet,2025-05-31 04:43:57,1463,80,5,Good pace but some examples missing,Introduction to Machine Learning,video,98,0.59,1
U1976,S2976,C001,tablet,2025-05-23 21:49:39,356,43,0,Needs better visuals,Introduction to Machine Learning,document,57,0.08,0
U1977,S2977,C001,mobile,2025-06-15 05:16:34,545,50,1,Too fast and less interactive,Introduction to Machine Learning,video,42,0.14,0
U1978,S2978,C002,mobile,2025-05-26 00:35:14,1291,69,3,Informative and well-paced,Deep Learning Basics,document,89,0.45,1
U1979,S2979,C003,tablet,2025-06-04 02:01:36,1367,66,4,Good pace but some examples missing,Data Structures in Python,document,96,0.45,1
U1980,S2980,C004,mobile,2025-06-03 03:12:16,1576,98,4,Informative and well-paced,Linear Regression Explained,document,82,0.77,1
U1981,S2981,C005,desktop,2025-06-08 18:25:44,1436,65,3,Excellent and very engaging content,Basics of Web Development,document,96,0.47,1
U1982,S2982,C002,tablet,2025-06-12 11:08:23,1158,91,5,Detailed explanation and examples,Deep Learning Basics,video,100,0.53,1
U1983,S2983,C003,mobile,2025-06-11 08:39:39,1489,79,3,Excellent and very engaging content,Data Structures in Python,video,84,0.59,1
U1984,S2984,C005,mobile,2025-05-31 09:14:00,348,37,0,Needs better visuals,Basics of Web Development,video,41,0.06,0
U1985,S2985,C005,mobile,2025-06-04 16:34:03,1475,96,4,Excellent and very engaging content,Basics of Web Development,quiz,91,0.71,1
U1986,S2986,C001,tablet,2025-05-27 06:23:37,773,25,0,Too fast and less interactive,Introduction to Machine Learning,video,52,0.1,0
U1987,S2987,C004,tablet,2025-05-17 23:21:04,765,44,1,Too basic for my level,Linear Regression Explained,document,59,0.17,0
U1988,S2988,C002,desktop,2025-06-02 08:02:51,565,47,0,Needs better visuals,Deep Learning Basics,video,53,0.13,0
U1989,S2989,C001,mobile,2025-06-05 00:24:21,475,40,1,"Not much depth, but okay",Introduction to Machine Learning,quiz,54,0.1,0
U1990,S2990,C005,tablet,2025-05-21 02:27:23,1633,99,4,Excellent and very engaging content,Basics of Web Development,video,92,0.81,1
U1991,S2991,C002,desktop,2025-05-18 12:37:15,414,46,0,I couldn’t understand the topic,Deep Learning Basics,video,62,0.1,0
U1992,S2992,C002,mobile,2025-06-13 17:17:29,1665,75,4,Detailed explanation and examples,Deep Learning Basics,video,100,0.62,1
U1993,S2993,C001,mobile,2025-06-09 00:54:16,1151,90,4,Very detailed and easy to follow,Introduction to Machine Learning,video,80,0.52,1
U1994,S2994,C002,tablet,2025-06-08 10:27:14,1496,90,3,Detailed explanation and examples,Deep Learning Basics,video,94,0.67,1
U1995,S2995,C002,mobile,2025-05-27 14:40:09,1401,63,4,Very detailed and easy to follow,Deep Learning Basics,quiz,80,0.44,1
U1996,S2996,C004,mobile,2025-05-22 13:02:51,1754,97,5,Excellent and very engaging content,Linear Regression Explained,video,97,0.85,1
U1997,S2997,C004,mobile,2025-06-16 01:54:47,1605,99,5,Good pace but some examples missing,Linear Regression Explained,quiz,95,0.79,1
U1998,S2998,C001,tablet,2025-05-23 03:01:20,890,30,0,"Not much depth, but okay",Introduction to Machine Learning,document,48,0.13,0
U1999,S2999,C001,mobile,2025-06-13 20:25:19,1661,82,4,Very detailed and easy to follow,Introduction to Machine Learning,video,93,0.68,1
U2000,S3000,C003,tablet,2025-05-31 07:41:22,652,34,0,I couldn’t understand the topic,Data Structures in Python,quiz,56,0.11,0
U2001,S3001,C003,tablet,2025-05-30 10:45:39,1732,89,3,Informative and well-paced,Data Structures in Python,document,89,0.77,1
U2002,S3002,C003,mobile,2025-06-08 00:34:14,1165,99,3,Very detailed and easy to follow,Data Structures in Python,quiz,89,0.58,1
U2003,S3003,C004,desktop,2025-05-25 20:33:53,460,39,1,"Not much depth, but okay",Linear Regression Explained,document,43,0.09,0
U2004,S3004,C003,desktop,2025-06-03 06:41:22,348,20,1,Too basic for my level,Data Structures in Python,quiz,48,0.03,0
U2005,S3005,C002,desktop,2025-05-18 11:24:34,1515,62,3,Informative and well-paced,Deep Learning Basics,video,90,0.47,1
U2006,S3006,C005,desktop,2025-05-28 14:51:44,529,35,1,Too basic for my level,Basics of Web Development,video,50,0.09,0
U2007,S3007,C005,mobile,2025-05-21 22:05:24,1706,92,5,Very detailed and easy to follow,Basics of Web Development,document,83,0.78,1
U2008,S3008,C004,desktop,2025-06-07 20:50:32,1800,99,5,Detailed explanation and examples,Linear Regression Explained,video,83,0.89,1
U2009,S3009,C005,desktop,2025-05-19 05:16:02,420,47,0,I couldn’t understand the topic,Basics of Web Development,quiz,51,0.1,0
U2010,S3010,C003,tablet,2025-05-19 10:27:02,1518,91,5,Good pace but some examples missing,Data Structures in Python,quiz,83,0.69,1
U2011,S3011,C003,mobile,2025-05-19 06:40:08,1125,72,4,Very detailed and easy to follow,Data Structures in Python,video,93,0.41,1
U2012,S3012,C004,mobile,2025-05-30 23:11:01,475,22,1,"Not much depth, but okay",Linear Regression Explained,document,51,0.05,0
U2013,S3013,C002,desktop,2025-06-09 11:48:02,1542,86,3,Informative and well-paced,Deep Learning Basics,document,84,0.66,1
U2014,S3014,C004,mobile,2025-06-01 04:49:29,1528,83,3,Good pace but some examples missing,Linear Regression Explained,video,94,0.63,1
U2015,S3015,C005,desktop,2025-06-14 03:11:14,622,32,0,Too fast and less interactive,Basics of Web Development,document,53,0.1,0
U2016,S3016,C001,tablet,2025-05-20 16:16:21,1154,96,3,Detailed explanation and examples,Introduction to Machine Learning,document,100,0.55,1
U2017,S3017,C004,mobile,2025-05-20 07:31:46,1717,95,4,Excellent and very engaging content,Linear Regression Explained,video,90,0.82,1
U2018,S3018,C003,tablet,2025-06-15 09:28:02,1150,85,4,Good pace but some examples missing,Data Structures in Python,quiz,100,0.49,1
U2019,S3019,C005,tablet,2025-06-03 17:41:52,1714,82,5,Good pace but some examples missing,Basics of Web Development,document,92,0.7,1
U2020,S3020,C001,desktop,2025-05-23 11:59:43,1399,68,5,Excellent and very engaging content,Introduction to Machine Learning,video,97,0.48,1
U2021,S3021,C001,tablet,2025-06-16 04:25:46,1533,81,5,Very detailed and easy to follow,Introduction to Machine Learning,video,85,0.62,1
U2022,S3022,C005,tablet,2025-06-14 22:43:14,611,43,1,Too fast and less interactive,Basics of Web Development,quiz,56,0.13,0
U2023,S3023,C001,mobile,2025-05-23 12:33:09,819,31,0,Too fast and less interactive,Introduction to Machine Learning,document,41,0.13,0
U2024,S3024,C003,tablet,2025-06-07 19:06:27,1464,81,3,Detailed explanation and examples,Data Structures in Python,quiz,98,0.59,1
U2025,S3025,C005,tablet,2025-06-14 02:29:10,606,29,0,"Not much depth, but okay",Basics of Web Development,quiz,62,0.09,0
U2026,S3026,C002,desktop,2025-05-19 07:03:50,896,26,1,Too fast and less interactive,Deep Learning Basics,video,54,0.12,0
U2027,S3027,C004,mobile,2025-06-15 02:11:00,363,33,0,I couldn’t understand the topic,Linear Regression Explained,document,55,0.06,0
U2028,S3028,C001,mobile,2025-05-22 14:48:32,1412,97,5,Informative and well-paced,Introduction to Machine Learning,document,96,0.68,1
U2029,S3029,C005,mobile,2025-06-02 13:51:50,1450,91,5,Good pace but some examples missing,Basics of Web Development,video,93,0.66,1
U2030,S3030,C005,desktop,2025-05-25 07:27:27,1468,68,5,Detailed explanation and examples,Basics of Web Development,video,96,0.5,1
U2031,S3031,C002,mobile,2025-05-29 03:25:35,1764,70,5,Very detailed and easy to follow,Deep Learning Basics,quiz,91,0.62,1
U2032,S3032,C004,desktop,2025-06-07 18:26:00,885,29,0,I couldn’t understand the topic,Linear Regression Explained,video,56,0.13,0
U2033,S3033,C003,mobile,2025-05-30 11:51:27,1310,78,4,Good pace but some examples missing,Data Structures in Python,video,80,0.51,1
U2034,S3034,C005,mobile,2025-06-10 00:36:02,612,48,1,I couldn’t understand the topic,Basics of Web Development,quiz,46,0.15,0
U2035,S3035,C004,desktop,2025-06-16 03:16:19,657,22,0,"Not much depth, but okay",Linear Regression Explained,quiz,53,0.07,0
U2036,S3036,C003,tablet,2025-06-11 21:00:57,1345,84,4,Good pace but some examples missing,Data Structures in Python,video,99,0.56,1
U2037,S3037,C005,tablet,2025-06-06 11:23:12,1460,88,3,Very detailed and easy to follow,Basics of Web Development,quiz,90,0.64,1
U2038,S3038,C005,mobile,2025-06-09 14:58:15,704,30,0,"Not much depth, but okay",Basics of Web Development,quiz,61,0.11,0
U2039,S3039,C003,tablet,2025-06-05 13:03:14,469,42,0,Too basic for my level,Data Structures in Python,quiz,58,0.1,0
U2040,S3040,C001,tablet,2025-06-04 00:52:38,1197,99,5,Very detailed and easy to follow,Introduction to Machine Learning,quiz,98,0.59,1
U2041,S3041,C005,desktop,2025-06-15 06:56:16,1514,61,3,Good pace but some examples missing,Basics of Web Development,video,97,0.46,1
U2042,S3042,C003,desktop,2025-06-12 08:06:58,893,34,0,Needs better visuals,Data Structures in Python,quiz,65,0.15,0
U2043,S3043,C003,mobile,2025-05-17 23:22:09,1503,61,4,Good pace but some examples missing,Data Structures in Python,document,93,0.46,1
U2044,S3044,C001,tablet,2025-06-04 00:31:50,563,22,0,Needs better visuals,Introduction to Machine Learning,video,43,0.06,0
U2045,S3045,C003,desktop,2025-06-12 17:41:39,391,24,1,I couldn’t understand the topic,Data Structures in Python,video,53,0.05,0
U2046,S3046,C005,mobile,2025-05-28 11:48:43,359,29,1,Too basic for my level,Basics of Web Development,video,43,0.05,0
U2047,S3047,C004,mobile,2025-05-27 16:02:01,423,21,0,Needs better visuals,Linear Regression Explained,quiz,47,0.04,0
U2048,S3048,C002,mobile,2025-06-11 07:03:00,1516,84,3,Very detailed and easy to follow,Deep Learning Basics,document,88,0.64,1
U2049,S3049,C004,tablet,2025-06-10 02:28:17,1495,61,4,Good pace but some examples missing,Linear Regression Explained,video,100,0.46,1
U2050,S3050,C003,tablet,2025-06-14 02:23:35,1691,66,3,Good pace but some examples missing,Data Structures in Python,document,97,0.56,1
U2051,S3051,C005,mobile,2025-05-22 06:28:21,1651,92,3,Excellent and very engaging content,Basics of Web Development,quiz,84,0.76,1
U2052,S3052,C002,desktop,2025-05-22 10:30:32,1433,95,4,Very detailed and easy to follow,Deep Learning Basics,document,81,0.68,1
U2053,S3053,C005,mobile,2025-06-11 09:16:01,1171,60,3,Excellent and very engaging content,Basics of Web Development,quiz,95,0.35,1
U2054,S3054,C003,tablet,2025-05-19 06:33:39,659,46,0,Needs better visuals,Data Structures in Python,document,58,0.15,0
U2055,S3055,C001,desktop,2025-06-14 07:08:46,1576,64,4,Informative and well-paced,Introduction to Machine Learning,quiz,82,0.5,1
U2056,S3056,C001,desktop,2025-06-12 22:01:43,1286,87,3,Detailed explanation and examples,Introduction to Machine Learning,document,99,0.56,1
U2057,S3057,C003,tablet,2025-05-30 11:50:47,763,28,0,Too basic for my level,Data Structures in Python,document,61,0.11,0
U2058,S3058,C002,mobile,2025-06-06 17:44:25,1336,61,5,Very detailed and easy to follow,Deep Learning Basics,quiz,84,0.41,1
U2059,S3059,C004,desktop,2025-06-15 00:56:23,1688,71,4,Informative and well-paced,Linear Regression Explained,document,97,0.6,1
U2060,S3060,C005,desktop,2025-06-13 23:05:22,1664,64,5,Informative and well-paced,Basics of Web Development,quiz,80,0.53,1
U2061,S3061,C001,mobile,2025-06-06 09:56:52,1385,98,4,Good pace but some examples missing,Introduction to Machine Learning,quiz,92,0.68,1
U2062,S3062,C001,desktop,2025-05-22 00:50:05,1197,88,3,Very detailed and easy to follow,Introduction to Machine Learning,document,87,0.53,1
U2063,S3063,C003,desktop,2025-05-18 18:44:37,610,45,0,"Not much depth, but okay",Data Structures in Python,document,47,0.14,0
U2064,S3064,C001,mobile,2025-06-06 23:16:22,1720,98,3,Good pace but some examples missing,Introduction to Machine Learning,quiz,80,0.84,1
U2065,S3065,C004,desktop,2025-05-26 22:54:36,1582,92,4,Detailed explanation and examples,Linear Regression Explained,video,85,0.73,1
U2066,S3066,C005,tablet,2025-06-06 16:20:18,1578,71,3,Good pace but some examples missing,Basics of Web Development,quiz,98,0.56,1
U2067,S3067,C001,desktop,2025-06-01 08:46:32,883,47,0,Too basic for my level,Introduction to Machine Learning,video,56,0.21,0
U2068,S3068,C001,tablet,2025-05-21 11:51:34,1629,76,5,Informative and well-paced,Introduction to Machine Learning,video,97,0.62,1
U2069,S3069,C004,tablet,2025-06-02 03:35:49,1665,63,4,Informative and well-paced,Linear Regression Explained,document,93,0.52,1
U2070,S3070,C001,tablet,2025-06-07 15:21:20,1507,83,5,Good pace but some examples missing,Introduction to Machine Learning,video,81,0.63,1
U2071,S3071,C003,mobile,2025-05-31 14:19:54,1323,60,4,Excellent and very engaging content,Data Structures in Python,video,86,0.4,1
U2072,S3072,C005,desktop,2025-06-12 21:38:53,1231,87,3,Good pace but some examples missing,Basics of Web Development,video,87,0.54,1
U2073,S3073,C003,mobile,2025-05-27 22:16:22,399,20,1,Too fast and less interactive,Data Structures in Python,quiz,53,0.04,0
U2074,S3074,C003,mobile,2025-05-26 02:17:50,784,27,1,Too basic for my level,Data Structures in Python,quiz,41,0.11,0
U2075,S3075,C002,desktop,2025-05-29 15:55:27,1634,88,3,Informative and well-paced,Deep Learning Basics,quiz,100,0.72,1
U2076,S3076,C001,desktop,2025-06-01 23:25:55,1034,84,4,Good pace but some examples missing,Introduction to Machine Learning,video,82,0.43,1
U2077,S3077,C004,desktop,2025-06-12 20:10:34,742,22,0,Too fast and less interactive,Linear Regression Explained,quiz,61,0.08,0
U2078,S3078,C001,mobile,2025-06-11 21:11:24,1411,66,5,Good pace but some examples missing,Introduction to Machine Learning,quiz,93,0.47,1
U2079,S3079,C005,desktop,2025-05-19 13:50:50,1475,87,5,Very detailed and easy to follow,Basics of Web Development,document,99,0.64,1
U2080,S3080,C001,mobile,2025-06-12 02:17:36,1601,72,3,Very detailed and easy to follow,Introduction to Machine Learning,quiz,83,0.58,1
U2081,S3081,C001,tablet,2025-05-24 13:06:51,1198,96,3,Detailed explanation and examples,Introduction to Machine Learning,document,100,0.58,1
U2082,S3082,C003,mobile,2025-05-20 13:32:49,1635,88,3,Good pace but some examples missing,Data Structures in Python,video,87,0.72,1
U2083,S3083,C001,desktop,2025-06-03 01:42:12,746,36,1,Needs better visuals,Introduction to Machine Learning,quiz,49,0.13,0
U2084,S3084,C002,desktop,2025-06-01 05:39:37,1617,81,4,Very detailed and easy to follow,Deep Learning Basics,quiz,91,0.65,1
U2085,S3085,C005,tablet,2025-06-07 19:16:57,1058,75,5,Very detailed and easy to follow,Basics of Web Development,document,97,0.4,1
U2086,S3086,C003,desktop,2025-05-23 10:44:04,1655,72,3,Good pace but some examples missing,Data Structures in Python,quiz,90,0.6,1
U2087,S3087,C004,tablet,2025-05-19 02:32:35,1478,98,5,Detailed explanation and examples,Linear Regression Explained,quiz,90,0.72,1
U2088,S3088,C003,tablet,2025-05-23 02:06:11,636,25,0,Too fast and less interactive,Data Structures in Python,document,54,0.08,0
U2089,S3089,C002,desktop,2025-05-23 15:44:46,1709,74,4,Good pace but some examples missing,Deep Learning Basics,video,99,0.63,1
U2090,S3090,C004,tablet,2025-06-04 20:29:47,1339,84,3,Good pace but some examples missing,Linear Regression Explained,video,92,0.56,1
U2091,S3091,C003,desktop,2025-06-01 14:26:37,330,37,0,Too basic for my level,Data Structures in Python,document,44,0.06,0
U2092,S3092,C002,tablet,2025-05-17 16:19:39,1783,83,3,Good pace but some examples missing,Deep Learning Basics,video,80,0.74,1
U2093,S3093,C003,desktop,2025-05-23 02:26:08,568,43,0,Needs better visuals,Data Structures in Python,video,50,0.12,0
U2094,S3094,C002,desktop,2025-05-23 16:46:41,568,49,0,I couldn’t understand the topic,Deep Learning Basics,document,40,0.14,0
U2095,S3095,C001,mobile,2025-06-05 18:07:52,1312,89,3,Excellent and very engaging content,Introduction to Machine Learning,quiz,91,0.58,1
U2096,S3096,C002,tablet,2025-05-23 21:44:12,1638,87,5,Very detailed and easy to follow,Deep Learning Basics,video,82,0.71,1
U2097,S3097,C002,desktop,2025-06-07 22:05:20,687,42,1,Needs better visuals,Deep Learning Basics,document,50,0.14,0
U2098,S3098,C002,desktop,2025-05-24 06:50:18,1601,72,5,Good pace but some examples missing,Deep Learning Basics,document,89,0.58,1
U2099,S3099,C002,desktop,2025-06-16 01:09:45,1286,68,5,Informative and well-paced,Deep Learning Basics,video,98,0.44,1
U2100,S3100,C001,mobile,2025-05-25 22:03:13,1629,64,3,Informative and well-paced,Introduction to Machine Learning,quiz,96,0.52,1
U2101,S3101,C005,mobile,2025-06-14 06:05:29,1475,71,4,Detailed explanation and examples,Basics of Web Development,quiz,91,0.52,1
U2102,S3102,C004,tablet,2025-05-23 19:24:08,1485,77,5,Detailed explanation and examples,Linear Regression Explained,quiz,92,0.57,1
U2103,S3103,C001,desktop,2025-06-07 07:02:08,507,34,0,I couldn’t understand the topic,Introduction to Machine Learning,document,52,0.09,0
U2104,S3104,C004,mobile,2025-06-11 18:59:43,1383,76,5,Good pace but some examples missing,Linear Regression Explained,video,82,0.53,1
U2105,S3105,C003,mobile,2025-05-22 01:09:57,1235,97,3,Detailed explanation and examples,Data Structures in Python,quiz,94,0.6,1
U2106,S3106,C003,mobile,2025-05-23 20:33:30,1442,86,4,Excellent and very engaging content,Data Structures in Python,document,95,0.62,1
